AIRPORT,TIME,FLIGHT,AIRLINE,AIRCRAFT,STATUS,TYPE,TO/FROM
BPN,4:35:00 PM,QG432,Citilink ,A320 (PK-GLX) ,Landed 4:53 PM,Arrival,KJT
BPN,5:00:00 PM,QG1405,Citilink ,AT76 (PK-GJS) ,Landed 5:42 PM,Arrival,BEJ
BPN,5:20:00 PM,ID6250,Batik Air ,A320 (PK-BKV) ,Landed 5:07 PM,Arrival,CGK
BPN,5:20:00 PM,IU367,Super Air Jet ,A320 (PK-STI) ,Landed 5:34 PM,Arrival,SOC
BPN,5:25:00 PM,GA572,Garuda Indonesia ,B738 (PK-GFU) ,Landed 5:37 PM,Arrival,CGK
BPN,5:25:00 PM,QG424,Citilink ,A320 (PK-GLV) ,Landed 5:51 PM,Arrival,CGK
BPN,5:30:00 PM,JT730,Lion Air ,B739 (PK-LHP) ,Landed 6:20 PM,Arrival,SUB
BPN,5:40:00 PM,QG434,Citilink ,A320 (PK-GQH) ,Landed 6:18 PM,Arrival,SUB
BPN,5:55:00 PM,IU678,Super Air Jet (Our Super 50th Jet Livery) ,A320 (PK-STQ) ,Landed 5:58 PM,Arrival,YIA
BPN,6:15:00 PM,JT762,Lion Air ,B739 (PK-LFY) ,Landed 6:15 PM,Arrival,CGK
BPN,6:20:00 PM,JT662,Lion Air ,B738 (PK-LSF) ,Landed 6:12 PM,Arrival,UPG
BPN,6:35:00 PM,IW1368,Wings Air ,AT75 (PK-WFJ) ,Landed 6:31 PM,Arrival,PKY
BPN,6:35:00 PM,JT362,Lion Air ,739,Unknown,Arrival,SUB
BPN,6:50:00 PM,IU528,Super Air Jet ,A320 (PK-STP) ,Landed 6:33 PM,Arrival,KJT
BPN,7:00:00 PM,QG420,Citilink ,A320 (PK-GLP) ,Landed 8:15 PM,Arrival,CGK
BPN,7:15:00 PM,ID6254,Batik Air ,738,Unknown,Arrival,CGK
BPN,7:35:00 PM,IP623,Pelita Air ,A320 (PK-PWF) ,Landed 7:22 PM,Arrival,SUB
BPN,7:35:00 PM,IU648,Super Air Jet ,A320 (PK-SGC) ,Landed 8:24 PM,Arrival,SUB
BPN,8:25:00 PM,QG428,Citilink ,A320 (PK-GLX) ,Landed 8:28 PM,Arrival,UPG
BPN,8:25:00 PM,QG9436,Citilink ,A320 (PK-GQR) ,Landed 8:42 PM,Arrival,SUB
BPN,8:55:00 PM,IU600,Super Air Jet ,A320 (PK-STT) ,Landed 9:44 PM,Arrival,CGK
BPN,9:10:00 PM,JT366,Lion Air ,B739 (PK-LGP) ,Landed 9:50 PM,Arrival,SUB
BPN,9:35:00 PM,ID6764,Batik Air ,A320 (PK-BLB) ,Landed 9:50 PM,Arrival,DPS
BPN,3:15:00 AM,RI360,Rimbun Air ,73F ,Unknown,Departure,BDJ
BPN,6:00:00 AM,IU601,Super Air Jet ,A320 (PK-SAS) ,Departed,Departure,CGK
BPN,6:00:00 AM,JT363,Lion Air ,B738 (PK-LJR) ,Departed 6:11 AM,Departure,SUB
BPN,6:05:00 AM,QG439,Citilink ,A320 (PK-GLV) ,Departed 6:14 AM,Departure,CGK
BPN,6:25:00 AM,IP620,Pelita Air ,A320 (PK-PWL) ,Departed 6:27 AM,Departure,SUB
BPN,6:40:00 AM,ID6765,Batik Air ,A320 (PK-LUY) ,Departed 6:41 AM,Departure,DPS
BPN,7:00:00 AM,IU649,Super Air Jet ,A320 (PK-STC) ,Departed 7:04 AM,Departure,SUB
BPN,8:15:00 AM,QG785,Citilink ,A20N (PK-GTA) ,Departed 8:21 AM,Departure,YIA
BPN,8:20:00 AM,ID6251,Batik Air ,A320 (PK-LUU) ,Departed 8:43 AM,Departure,CGK
BPN,8:20:00 AM,IU679,Super Air Jet (Our Super 50th Jet Livery) ,A320 (PK-STQ) ,Departed 8:25 AM,Departure,YIA
BPN,8:20:00 AM,IW1395,Wings Air ,AT76 (PK-WGL) ,Departed 11:12 AM,Departure,BDJ
BPN,8:20:00 AM,IU611,Super Air Jet ,A320 (PK-SJH) ,Departed 9:21 AM,Departure,SUB
BPN,8:40:00 AM,IU535,Super Air Jet ,A320 (PK-SAY) ,Departed 9:43 AM,Departure,TRK
BPN,8:50:00 AM,IW1362,Wings Air ,AT76 (PK-WJG) ,Estimated dep. 8:56 AM,Departure,BEJ
BPN,9:20:00 AM,JT367,Lion Air ,B739 (PK-LHP) ,Departed 9:27 AM,Departure,SUB
BPN,9:30:00 AM,IW1366,Wings Air ,AT76 (PK-WJG) ,Departed 8:56 AM,Departure,BEJ
BPN,9:55:00 AM,QG400,Citilink ,A320 (PK-GQE) ,Departed 10:01 AM,Departure,TRK
BPN,10:00:00 AM,GA563,Garuda Indonesia (Retro Livery) ,A333 (PK-GHD) ,Departed 10:23 AM,Departure,CGK
BPN,10:20:00 AM,QG1402,Citilink ,AT76 (PK-GJS) ,Departed 10:31 AM,Departure,BEJ
BPN,10:25:00 AM,IP601,Pelita Air ,A320 (PK-PWA) ,Departed 10:39 AM,Departure,CGK
BPN,10:30:00 AM,IW1387,Wings Air ,AT7 ,Unknown,Departure,BDJ
BPN,11:00:00 AM,JT663,Lion Air ,B739 (PK-LFW) ,Departed 11:09 AM,Departure,DPS
BPN,11:10:00 AM,TR223,Scoot ,A320 (9V-TRS) ,Departed 11:22 AM,Departure,SIN
BPN,11:15:00 AM,IW1322,Wings Air ,AT75 (PK-WFJ) ,Departed 11:29 AM,Departure,PLW
BPN,11:15:00 AM,JT751,Lion Air ,B39M (PK-LRI) ,Departed 11:18 AM,Departure,CGK
BPN,11:20:00 AM,IU692,Super Air Jet ,A320 (PK-STC) ,Departed 12:06 PM,Departure,TRK
BPN,11:25:00 AM,IU613,Super Air Jet ,A320 (PK-STS) ,Departed 11:41 AM,Departure,SUB
BPN,11:45:00 AM,IW1476,Wings Air ,AT75 (PK-WFL) ,Departed 11:47 AM,Departure,GHS
BPN,11:50:00 AM,IU3666,Super Air Jet ,A320 (PK-SJI) ,Departed 12:26 PM,Departure,UPG
BPN,11:50:00 AM,QG433,Citilink ,A320 (PK-GLX) ,Departed 12:37 PM,Departure,KJT
BPN,12:00:00 PM,JT261,Lion Air ,B739 (PK-LHP) ,Departed 2:24 PM,Departure,SUB
BPN,12:10:00 PM,JT668,Lion Air ,B739 (PK-LGW) ,Departed 12:30 PM,Departure,YIA
BPN,12:15:00 PM,IP603,Pelita Air ,A320 (PK-PWL) ,Departed 12:17 PM,Departure,CGK
BPN,12:20:00 PM,IU534,Super Air Jet ,A320 (PK-SAY) ,Departed 1:19 PM,Departure,UPG
BPN,12:30:00 PM,AK482,AirAsia ,A320 (9M-RAN) ,Departed 12:55 PM,Departure,KUL
BPN,12:35:00 PM,GA567,Garuda Indonesia ,B738 (PK-GMC) ,Departed 1:11 PM,Departure,CGK
BPN,12:45:00 PM,IU366,Super Air Jet ,A320 (PK-STI) ,Departed 1:38 PM,Departure,SOC
BPN,1:00:00 PM,IW1364,Wings Air ,AT75 (PK-WFP) ,Departed 1:14 PM,Departure,BEJ
BPN,1:00:00 PM,JT757,Lion Air (Dreamliner Livery) ,B739 (PK-LFG) ,Departed 1:27 PM,Departure,CGK
BPN,1:10:00 PM,QG431,Citilink ,A20N (PK-GTA) ,Departed 1:24 PM,Departure,SUB
BPN,1:30:00 PM,QG437,Citilink ,A320 (PK-GQE) ,Departed 1:40 PM,Departure,CGK
BPN,1:45:00 PM,JT365,Lion Air ,B739 (PK-LHP) ,Estimated dep. 2:25 PM,Departure,SUB
BPN,2:00:00 PM,QG1404,Citilink ,AT76 (PK-GJS) ,Departed 2:51 PM,Departure,BEJ
BPN,2:05:00 PM,IU529,Super Air Jet ,A320 (PK-STP) ,Departed 2:16 PM,Departure,KJT
BPN,2:25:00 PM,JT679,Lion Air ,739,Unknown,Departure,UPG
BPN,2:25:00 PM,JT953,Lion Air ,B39M (PK-LRG) ,Departed 2:31 PM,Departure,KNO
BPN,2:25:00 PM,JT952,Lion Air ,738,Unknown,Departure,UPG
BPN,3:00:00 PM,IU603,Super Air Jet ,A320 (PK-SJF) ,Departed 4:08 PM,Departure,CGK
BPN,3:20:00 PM,IU677,Super Air Jet ,A320 (PK-STC) ,Departed 4:13 PM,Departure,YIA
BPN,3:40:00 PM,IU667,Super Air Jet ,A320 (PK-SJI) ,Departed 4:21 PM,Departure,PNK
BPN,3:45:00 PM,IW1369,Wings Air ,AT75 (PK-WFJ) ,Departed 3:44 PM,Departure,PKY
BPN,3:50:00 PM,IU619,Super Air Jet ,A320 (PK-STS) ,Departed 4:34 PM,Departure,SUB
BPN,4:00:00 PM,IW1380,Wings Air ,AT76 (PK-WGL) ,Departed 5:20 PM,Departure,BEJ
BPN,4:15:00 PM,SJ172,Sriwijaya Air ,738,Unknown,Departure,UPG
BPN,4:20:00 PM,IW1385,Wings Air ,AT75 (PK-WFL) ,Departed 4:37 PM,Departure,BDJ
BPN,4:30:00 PM,IW1378,Wings Air ,AT7 ,Unknown,Departure,BEJ
BPN,4:55:00 PM,IP622,Pelita Air ,A320 (PK-PWH) ,Departed 5:09 PM,Departure,SUB
BPN,5:00:00 PM,IW1360,Wings Air ,AT7 ,Unknown,Departure,BEJ
BPN,5:15:00 PM,JT761,Lion Air ,B39M (PK-LRI) ,Departed 5:26 PM,Departure,CGK
BPN,5:15:00 PM,QG429,Citilink ,A320 (PK-GLX) ,Departed 5:53 PM,Departure,UPG
BPN,5:25:00 PM,QG1499,Citilink ,AT76 (PK-GJS) ,Departed 6:23 PM,Departure,BDJ
BPN,5:30:00 PM,GM300,Asia Cargo Airlines ,73F ,Unknown,Departure,SIN
BPN,6:00:00 PM,ID6253,Batik Air ,A320 (PK-BKV) ,Departed 6:08 PM,Departure,CGK
BPN,6:00:00 PM,IU617,Super Air Jet ,A320 (PK-STI) ,Departed 6:44 PM,Departure,SUB
BPN,6:05:00 PM,QG425,Citilink ,A320 (PK-GLV) ,Departed 7:02 PM,Departure,CGK
BPN,6:10:00 PM,JT731,Lion Air ,B739 (PK-LHP) ,Departed 7:54 PM,Departure,SUB
BPN,6:20:00 PM,JT625,Lion Air ,B739 (PK-LFW) ,Departed 6:34 PM,Departure,SRG
BPN,6:20:00 PM,QG435,Citilink ,A320 (PK-GQH) ,Departed 7:04 PM,Departure,SUB
BPN,6:30:00 PM,GA575,Garuda Indonesia ,B738 (PK-GFU) ,Departed 6:52 PM,Departure,CGK
BPN,7:00:00 PM,JT673,Lion Air ,B739 (PK-LFY) ,Departed 7:17 PM,Departure,CGK
BPN,7:05:00 PM,JT675,Lion Air ,B738 (PK-LSF) ,Departed 7:23 PM,Departure,UPG
BPN,7:15:00 PM,JT369,Lion Air ,739,Unknown,Departure,SUB
BPN,7:40:00 PM,IU528,Super Air Jet ,A320 (PK-STP) ,Departed 7:49 PM,Departure,MDC
BPN,7:40:00 PM,QG421,Citilink ,A320 (PK-GLP) ,Departed 9:05 PM,Departure,CGK
BPN,7:55:00 PM,ID6255,Batik Air ,738,Unknown,Departure,CGK
BPN,9:05:00 PM,QG9437,Citilink ,A320 (PK-GQR) ,Departed 9:28 PM,Departure,SUB
BTH,6:50:00 AM,JT970,Lion Air ,B739 (PK-LHT) ,Landed 7:04 AM,Arrival,KNO
BTH,6:55:00 AM,IU974,Super Air Jet ,A320 (PK-SAP) ,Landed 6:54 AM,Arrival,DJB
BTH,7:05:00 AM,JT246,Lion Air ,B739 (PK-LVF) ,Landed 7:11 AM,Arrival,PLM
BTH,7:10:00 AM,QG989,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 6:57 AM,Arrival,PLM
BTH,7:25:00 AM,QG940,Citilink ,A20N (PK-GTK) ,Landed 7:15 AM,Arrival,CGK
BTH,7:35:00 AM,IU856,Super Air Jet ,A320 (PK-STD) ,Landed 7:36 AM,Arrival,CGK
BTH,7:50:00 AM,IU836,Super Air Jet ,320,Unknown,Arrival,PKU
BTH,8:50:00 AM,JT374,Lion Air ,B739 (PK-LQS) ,Unknown,Arrival,CGK
BTH,8:55:00 AM,JT988,Lion Air ,B738 (PK-LPL) ,Unknown,Arrival,KNO
BTH,9:10:00 AM,JT971,Lion Air ,B739 (PK-LGS) ,Landed 9:22 AM,Arrival,SUB
BTH,9:15:00 AM,IU951,Super Air Jet ,A320 (PK-SAW) ,Landed 9:09 AM,Arrival,YIA
BTH,10:00:00 AM,QG935,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 10:03 AM,Arrival,PKU
BTH,10:05:00 AM,JT3145,Lion Air ,B739 (PK-LHL) ,Unknown,Arrival,PDG
BTH,10:10:00 AM,JT238,Lion Air ,B739 (PK-LVF) ,Unknown,Arrival,PKU
BTH,10:10:00 AM,JT370,Lion Air ,B739 (PK-LQS) ,Landed 8:47 AM,Arrival,CGK
BTH,10:30:00 AM,RI611,Rimbun Air ,73F ,Unknown,Arrival,TNJ
BTH,11:05:00 AM,ID6864,Batik Air ,A320 (PK-LUK) ,Landed 11:18 AM,Arrival,CGK
BTH,11:25:00 AM,GA152,Garuda Indonesia ,B738 (PK-GMY) ,Landed 11:41 AM,Arrival,CGK
BTH,11:40:00 AM,IW1271,Wings Air ,AT75 (PK-WFZ) ,Landed 11:58 AM,Arrival,NTX
BTH,11:50:00 AM,QG942,Citilink ,A20N (PK-GTK) ,Landed 12:05 PM,Arrival,CGK
BTH,12:25:00 PM,IU858,Super Air Jet ,A320 (PK-SAA) ,Unknown,Arrival,CGK
BTH,12:40:00 PM,JT145,Lion Air ,B739 (PK-LHL) ,Landed 12:36 PM,Arrival,PDG
BTH,12:40:00 PM,JT973,Lion Air ,B739 (PK-LHT) ,Landed 1:02 PM,Arrival,SUB
BTH,1:15:00 PM,JT236,Lion Air ,B739 (PK-LQS) ,Landed 1:19 PM,Arrival,PKU
BTH,1:20:00 PM,JT972,Lion Air ,B739 (PK-LGS) ,Landed 2:06 PM,Arrival,KNO
BTH,1:25:00 PM,QG957,Citilink ,A20N (PK-GTG) ,Landed 3:17 PM,Arrival,PDG
BTH,2:25:00 PM,IU854,Super Air Jet ,A320 (PK-SAU) ,Landed 2:51 PM,Arrival,CGK
BTH,2:30:00 PM,IU955,Super Air Jet ,A320 (PK-SAW) ,Landed 2:50 PM,Arrival,SRG
BTH,2:45:00 PM,IW1229,Wings Air ,AT75 (PK-WFZ) ,Landed 3:13 PM,Arrival,LMU
BTH,3:25:00 PM,JT378,Lion Air ,738,Unknown,Arrival,CGK
BTH,3:45:00 PM,QG968,Citilink ,A320 (PK-GLM) ,Landed 4:32 PM,Arrival,CGK
BTH,4:10:00 PM,GA154,Garuda Indonesia ,B738 (PK-GFW) ,Landed 4:40 PM,Arrival,CGK
BTH,4:30:00 PM,QG948,Citilink ,A20N (PK-GTA) ,Landed 4:46 PM,Arrival,SUB
BTH,4:55:00 PM,JT977,Lion Air ,739,Unknown,Arrival,KNO
BTH,4:55:00 PM,JT247,Lion Air ,739,Unknown,Arrival,KNO
BTH,5:20:00 PM,JT228,Lion Air ,B739 (PK-LVF) ,Landed 5:28 PM,Arrival,PDG
BTH,5:45:00 PM,QG944,Citilink ,A320 (PK-GQL) ,Landed 7:31 PM,Arrival,CGK
BTH,6:10:00 PM,JT989,Lion Air ,B738 (PK-LJV) ,Landed 6:33 PM,Arrival,PNK
BTH,6:15:00 PM,GA156,Garuda Indonesia ,B738 (PK-GFH) ,Landed 6:15 PM,Arrival,CGK
BTH,6:15:00 PM,QG923,Citilink ,A20N (PK-GTG) ,Landed 7:40 PM,Arrival,KNO
BTH,6:55:00 PM,JT372,Lion Air ,B739 (PK-LSH) ,Delayed 9:29 PM,Arrival,CGK
BTH,9:00:00 PM,ID6862,Batik Air ,A320 (PK-LAT) ,Landed 8:50 PM,Arrival,CGK
BTH,9:10:00 PM,OD356,Batik Air ,B38M (9M-LRK) ,Estimated 9:16 PM,Arrival,KUL
BTH,7:00:00 AM,ID6863,Batik Air ,A320 (PK-LAY) ,Departed 7:12 AM,Departure,CGK
BTH,7:00:00 AM,JT3144,Lion Air ,B739 (PK-LHL) ,Unknown,Departure,PDG
BTH,7:35:00 AM,JT970,Lion Air ,B739 (PK-LHT) ,Departed 7:59 AM,Departure,SUB
BTH,7:40:00 AM,QG934,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Departed 7:48 AM,Departure,PKU
BTH,7:45:00 AM,JT239,Lion Air ,B739 (PK-LVF) ,Departed 8:04 AM,Departure,PKU
BTH,7:55:00 AM,QG941,Citilink ,A20N (PK-GTK) ,Departed 8:08 AM,Departure,CGK
BTH,8:05:00 AM,IW1270,Wings Air ,AT75 (PK-WFZ) ,Departed 8:12 AM,Departure,NTX
BTH,8:25:00 AM,IU857,Super Air Jet ,A320 (PK-STD) ,Departed 8:34 AM,Departure,CGK
BTH,8:30:00 AM,IU837,Super Air Jet ,320,Unknown,Departure,PKU
BTH,9:35:00 AM,JT144,Lion Air ,B739 (PK-LHL) ,Departed 9:54 AM,Departure,PDG
BTH,9:40:00 AM,JT988,Lion Air ,B738 (PK-LPL) ,Departed 9:47 AM,Departure,PNK
BTH,9:50:00 AM,JT971,Lion Air ,B739 (PK-LGS) ,Departed 10:22 AM,Departure,KNO
BTH,9:55:00 AM,IU954,Super Air Jet ,A320 (PK-SAW) ,Departed 10:25 AM,Departure,SRG
BTH,10:30:00 AM,QG956,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Departed 11:01 AM,Departure,PDG
BTH,10:45:00 AM,JT237,Lion Air ,B739 (PK-LQS) ,Departed 10:55 AM,Departure,PKU
BTH,10:50:00 AM,JT371,Lion Air ,B739 (PK-LHL) ,Departed 2:36 PM,Departure,CGK
BTH,11:30:00 AM,RI612,Rimbun Air ,73F ,Unknown,Departure,CGK
BTH,11:45:00 AM,ID6865,Batik Air ,A320 (PK-LUK) ,Departed 12:22 PM,Departure,CGK
BTH,12:05:00 PM,IW1228,Wings Air ,AT75 (PK-WFZ) ,Departed 12:48 PM,Departure,LMU
BTH,12:10:00 PM,GA155,Garuda Indonesia ,B738 (PK-GMY) ,Departed 12:43 PM,Departure,CGK
BTH,12:15:00 PM,OD357,Batik Air ,B38M (9M-LRM) ,Departed 1:06 PM,Departure,KUL
BTH,12:25:00 PM,QG943,Citilink ,A20N (PK-GTK) ,Departed 12:55 PM,Departure,CGK
BTH,1:05:00 PM,IU859,Super Air Jet ,A320 (PK-SAA) ,Departed 2:53 PM,Departure,CGK
BTH,1:20:00 PM,JT901,Lion Air ,B739 (PK-LHL) ,Unknown,Departure,CGK
BTH,1:20:00 PM,JT973,Lion Air ,B739 (PK-LHT) ,Departed 2:18 PM,Departure,KNO
BTH,2:05:00 PM,JT972,Lion Air ,B739 (PK-LGS) ,Departed 3:08 PM,Departure,SUB
BTH,2:20:00 PM,JT229,Lion Air ,B739 (PK-LVF) ,Departed 2:31 PM,Departure,PDG
BTH,2:45:00 PM,QG922,Citilink ,A20N (PK-GTG) ,Departed 4:12 PM,Departure,KNO
BTH,3:00:00 PM,JT974,Lion Air ,739,Unknown,Departure,KNO
BTH,3:10:00 PM,IU950,Super Air Jet ,A320 (PK-SAW) ,Departed 3:33 PM,Departure,YIA
BTH,3:10:00 PM,IU855,Super Air Jet ,A320 (PK-SAU) ,Departed 3:55 PM,Departure,CGK
BTH,4:10:00 PM,JT379,Lion Air ,738,Unknown,Departure,CGK
BTH,4:15:00 PM,QG949,Citilink ,A320 (PK-GLM) ,Departed 5:30 PM,Departure,SUB
BTH,5:20:00 PM,IU973,Super Air Jet ,A320 (PK-SAP) ,Departed 5:32 PM,Departure,DJB
BTH,5:30:00 PM,GA157,Garuda Indonesia ,B738 (PK-GFW) ,Departed 5:42 PM,Departure,CGK
BTH,5:30:00 PM,QG969,Citilink ,A20N (PK-GTA) ,Departed 5:53 PM,Departure,CGK
BTH,6:00:00 PM,JT247,Lion Air ,B739 (PK-LVF) ,Departed 6:39 PM,Departure,PLM
BTH,6:25:00 PM,QG945,Citilink ,A320 (PK-GQL) ,Departed 8:15 PM,Departure,CGK
BTH,6:45:00 PM,QG988,Citilink ,A20N (PK-GTG) ,Departed 8:37 PM,Departure,PLM
BTH,6:55:00 PM,JT989,Lion Air ,B738 (PK-LJV) ,Departed 7:33 PM,Departure,KNO
BTH,7:00:00 PM,GA159,Garuda Indonesia ,B738 (PK-GFH) ,Departed 7:09 PM,Departure,CGK
BTH,7:35:00 PM,JT373,Lion Air ,739,Unknown,Departure,CGK
BTJ,7:50:00 AM,FY3510,Firefly ,B738 (9M-MLJ) ,Landed 7:50 AM,Arrival,PEN
BTJ,10:15:00 AM,GA140,Garuda Indonesia (From Nature to Future Livery) ,B738 (PK-GFX) ,Landed 10:01 AM,Arrival,CGK
BTJ,1:40:00 PM,JT306,Lion Air ,B738 (PK-LPK) ,Landed 2:22 PM,Arrival,KNO
BTJ,1:50:00 PM,IP342,Pelita Air ,A320 (PK-PWC) ,Landed 1:39 PM,Arrival,CGK
BTJ,2:30:00 PM,QG904,Citilink ,A320 (PK-GLU) ,Landed 2:15 PM,Arrival,KNO
BTJ,2:50:00 PM,GA146,Garuda Indonesia ,B738 (PK-GMV) ,Landed 3:07 PM,Arrival,CGK
BTJ,4:25:00 PM,AK421,AirAsia ,A320 (9M-AJG) ,Landed 4:28 PM,Arrival,KUL
BTJ,6:00:00 PM,ID6898,Batik Air ,A320 (PK-LUZ) ,Landed 6:07 PM,Arrival,CGK
BTJ,7:00:00 AM,ID6899,Batik Air ,A320 (PK-LUF) ,Departed 7:04 AM,Departure,CGK
BTJ,8:30:00 AM,FY3511,Firefly ,B738 (9M-MLJ) ,Departed 8:32 AM,Departure,PEN
BTJ,11:05:00 AM,GA141,Garuda Indonesia (From Nature to Future Livery) ,B738 (PK-GFX) ,Departed 11:14 AM,Departure,CGK
BTJ,2:25:00 PM,JT305,Lion Air ,B738 (PK-LPK) ,Departed 3:22 PM,Departure,KNO
BTJ,2:55:00 PM,IP343,Pelita Air ,A320 (PK-PWC) ,Departed 2:54 PM,Departure,CGK
BTJ,3:00:00 PM,QG905,Citilink ,A320 (PK-GLU) ,Departed 3:17 PM,Departure,KNO
BTJ,3:40:00 PM,GA147,Garuda Indonesia ,B738 (PK-GMV) ,Departed 4:01 PM,Departure,CGK
BTJ,4:55:00 PM,AK420,AirAsia ,A320 (9M-AJG) ,Departed 5:04 PM,Departure,KUL
BTW,12:40:00 PM,IW1382,Wings Air ,AT76 (PK-WGL) ,Landed 1:32 PM,Arrival,BDJ
BTW,1:00:00 PM,IW1383,Wings Air ,AT76 (PK-WGL) ,Departed 2:00 PM,Departure,BDJ
BUW,3:25:00 PM,IW1314,Wings Air ,AT76 (PK-WHF) ,Landed 3:05 PM,Arrival,UPG
BUW,5:00:00 PM,IW1306,Wings Air ,AT75 (PK-WFK) ,Landed 4:46 PM,Arrival,UPG
BUW,6:30:00 AM,IW1305,Wings Air ,AT76 (PK-WHZ) ,Departed 6:28 AM,Departure,UPG
BUW,3:45:00 PM,IW1315,Wings Air ,AT76 (PK-WHF) ,Departed 3:36 PM,Departure,UPG
BWX,10:10:00 AM,IU370,Super Air Jet ,A320 (PK-STU) ,Landed 10:30 AM,Arrival,CGK
BWX,10:55:00 AM,IU371,Super Air Jet ,A320 (PK-STU) ,Departed 11:28 AM,Departure,CGK
BXB,8:15:00 AM,IW1520,Wings Air ,AT76 (PK-WJZ) ,Unknown,Arrival,SOQ
BXB,8:35:00 AM,IW1521,Wings Air ,AT76 (PK-WJZ) ,Departed 8:32 AM,Departure,SOQ
CGK,12:05:00 AM,QZ253,AirAsia (AirAsia Mobile App Livery) ,A320 (PK-AZU) ,Landed 11:39 PM,Arrival,DMK
CGK,12:15:00 AM,QZ811,AirAsia ,A320 (PK-AXR) ,Landed 11:49 PM,Arrival,DPS
CGK,12:30:00 AM,CI763,China Airlines ,A21N (B-18111) ,Landed 12:32 AM,Arrival,TPE
CGK,4:35:00 AM,3U9029,Sichuan Airlines ,33F ,Unknown,Arrival,NTG
CGK,5:00:00 AM,SL116,Thai Lion Air ,B738 (HS-LGP) ,Landed 4:48 AM,Arrival,DMK
CGK,5:05:00 AM,YG9145,YTO Cargo Airlines ,75F ,Unknown,Arrival,NNG
CGK,5:30:00 AM,8B861,TransNusa ,A320 (PK-TLD) ,Landed 6:04 AM,Arrival,CAN
CGK,6:25:00 AM,ID6265,Batik Air ,A320 (PK-LUV) ,Landed 6:26 AM,Arrival,UPG
CGK,6:25:00 AM,ID6589,Batik Air ,B738 (PK-LDO) ,Landed 6:19 AM,Arrival,SUB
CGK,6:30:00 AM,QG347,Citilink ,A320 (PK-GQC) ,Landed 6:09 AM,Arrival,UPG
CGK,6:40:00 AM,IU625,Super Air Jet ,A320 (PK-STH) ,Landed 6:31 AM,Arrival,BDJ
CGK,6:40:00 AM,QG483,Citilink ,A320 (PK-GQA) ,Landed 6:36 AM,Arrival,BDJ
CGK,6:45:00 AM,JT213,Lion Air ,739,Unknown,Arrival,KNO
CGK,6:45:00 AM,8K804,K-Mile Air ,B734 (HS-KMC) ,Landed 9:33 AM,Arrival,SIN
CGK,7:00:00 AM,IU769,Super Air Jet ,A320 (PK-STA) ,Landed 6:49 AM,Arrival,LOP
CGK,7:00:00 AM,IU601,Super Air Jet ,A320 (PK-SAS) ,Landed 6:57 AM,Arrival,BPN
CGK,7:05:00 AM,SQ950,Singapore Airlines ,B77W (9V-SWQ) ,Landed 6:46 AM,Arrival,SIN
CGK,7:15:00 AM,IU881,Super Air Jet ,A320 (PK-SAV) ,Landed 7:15 AM,Arrival,KNO
CGK,7:20:00 AM,JT873,Lion Air ,B738 (PK-LOV) ,Landed 7:09 AM,Arrival,UPG
CGK,7:20:00 AM,QG439,Citilink ,A320 (PK-GLV) ,Landed 6:57 AM,Arrival,BPN
CGK,7:20:00 AM,QG911,Citilink ,A320 (PK-GQR) ,Landed 6:53 AM,Arrival,KNO
CGK,7:25:00 AM,ID6577,Batik Air ,738,Canceled,Arrival,SUB
CGK,7:30:00 AM,QG725,Citilink ,A320 (PK-GQO) ,Landed 6:51 AM,Arrival,SUB
CGK,7:30:00 AM,RI334,Rimbun Air ,73F ,Unknown,Arrival,BDJ
CGK,7:35:00 AM,IU877,Super Air Jet ,A320 (PK-STU) ,Unknown,Arrival,PLM
CGK,7:35:00 AM,JT601,Lion Air ,739,Canceled,Arrival,DJB
CGK,7:40:00 AM,QR958,Qatar Airways ,A359 (A7-ALI) ,Landed 7:22 AM,Arrival,DOH
CGK,7:40:00 AM,TK508,Turkish Airlines ,A359 (TC-LGO) ,Landed 7:05 AM,Arrival,IST
CGK,7:40:00 AM,GA207,Garuda Indonesia ,B738 (PK-GMC) ,Landed 7:26 AM,Arrival,YIA
CGK,7:40:00 AM,ID6267,Batik Air ,A320 (PK-LUS) ,Landed 11:31 AM,Arrival,UPG
CGK,7:45:00 AM,JT203,Lion Air (80th 737NG Livery) ,B738 (PK-LKP) ,Landed 7:38 AM,Arrival,KNO
CGK,7:50:00 AM,GA183,Garuda Indonesia ,B738 (PK-GFD) ,Landed 7:34 AM,Arrival,KNO
CGK,7:50:00 AM,JT241,Lion Air ,B738 (PK-LKW) ,Landed 7:43 AM,Arrival,TKG
CGK,7:50:00 AM,RI738,Rimbun Air ,73F ,Unknown,Arrival,KDI
CGK,7:55:00 AM,QZ813,AirAsia ,A320 (PK-AZD) ,Landed 7:49 AM,Arrival,DPS
CGK,7:55:00 AM,8B5101,TransNusa ,A320 (PK-TLB) ,Landed 7:41 AM,Arrival,DPS
CGK,8:00:00 AM,GA73,Garuda Indonesia ,B738 (PK-GMA) ,Landed 7:48 AM,Arrival,TKG
CGK,8:00:00 AM,GA401,Garuda Indonesia (Ayo Pakai Masker Livery) ,B738 (PK-GFQ) ,Landed 7:39 AM,Arrival,DPS
